Item;r_object_id;i_antecedent_id;i_chronicle_id;r_version_label;r_creation_date;i_has_folder;a_content_type;r_link_cnt;object_name;numero_vale;subject;title;r_object_type;codigo_site;fase;id_projeto;id_empresa_projeto;id_subarea;codigo_disciplina;r_is_virtual_doc;documento_fornecedor;numero_documento_base;area_funcional;revisao;sigla_idioma;numero_paginas;nome_formato;sigla_finalidade_devolucao;id_tag;tag_antigo;numero_ld;localizacao_acervo;sigla_tipo_emissao;confidencial;numero_vale_antigo;observacoes;data_emissao_prevista;data_emissao_reprog;data_emissao_realiz;avanco_fisico;codigo_atividade;item_contrato;medicao;coringa;substituto;padronizado;livre;data_reuniao;localidade;data_envio;nome_remetente;nome_destinatario;sigla_fluido;sigla_especificacao;sequencial_linha;equipamento;rc_referencia;rp_referencia;rt_referencia;numero_contrato;numero_contratada;id_empresa_contratada;server_path
218;09035f518222deca;09035f518222dea7;09035f518222dea7;1.1;24/07/2015 15:37:47;0;acad;0;8032PZ-E-00055_REV_1.DWG;8032PZ-E-00055;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - LOCACAO DE INSTRUMENTOS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/01/2015 00:00:00;0;;;MEASURED_100;EVENTO 33;;1;GRDC-0182/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/f8.dwg
219;09035f518222decc;09035f518222deca;09035f518222dea7;1.2|CURRENT;24/07/2015 15:37:48;1;acad;0;8032PZ-E-00055_REV_2.DWG;8032PZ-E-00055;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - LOCACAO DE INSTRUMENTOS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;10/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 33;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/f9.dwg
220;09035f518222dea8;0000000000000000;09035f518222dea8;1.0;24/07/2015 15:37:49;0;acad;0;8032PZ-E-00057_REV_0.DWG;8032PZ-E-00057;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 1/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 66;;0;GRDC-1783/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/fa.dwg
221;09035f518222dece;09035f518222dea8;09035f518222dea8;1.1;24/07/2015 15:37:50;0;acad;0;8032PZ-E-00057_REV_1.DWG;8032PZ-E-00057;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 1/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;06/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 66;;1;GRDC-0178/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/fb.dwg
222;09035f518222ded0;09035f518222dece;09035f518222dea8;1.2|CURRENT;24/07/2015 15:37:51;1;acad;0;8032PZ-E-00057_REV_2.DWG;8032PZ-E-00057;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 1/3 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;31/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 66;;1;GRDC-0410/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/fc.dwg
223;09035f518222dea9;0000000000000000;09035f518222dea9;1.0;24/07/2015 15:37:51;0;acad;0;8032PZ-E-00058_REV_0.DWG;8032PZ-E-00058;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 67;;0;GRDC-1783/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/fd.dwg
224;09035f518222ded4;09035f518222dea9;09035f518222dea9;1.1;24/07/2015 15:37:52;0;acad;0;8032PZ-E-00058_REV_1.DWG;8032PZ-E-00058;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;01/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 67;;0;GRDC-0178/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/ff.dwg
225;09035f518222ded6;09035f518222ded4;09035f518222dea9;CURRENT|1.2;24/07/2015 15:37:53;1;acad;0;8032PZ-E-00058_REV_2.DWG;8032PZ-E-00058;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 2/3 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;31/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 67;;1;GRDC-0410/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/00.dwg
226;09035f518222deaa;0000000000000000;09035f518222deaa;1.0;24/07/2015 15:37:54;0;acad;0;8032PZ-E-00059_REV_0.DWG;8032PZ-E-00059;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 68;;0;GRDC-1783/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/01.dwg
227;09035f518222ded8;09035f518222deaa;09035f518222deaa;1.1;24/07/2015 15:37:55;0;acad;0;8032PZ-E-00059_REV_1.DWG;8032PZ-E-00059;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;01/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 68;;1;GRDC-0178/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/02.dwg
228;09035f518222deda;09035f518222ded8;09035f518222deaa;1.2;24/07/2015 15:37:58;0;acad;0;8032PZ-E-00059_REV_2.DWG;8032PZ-E-00059;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 3/3 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;08/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 68;;1;GRDC-0410/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/04.dwg
229;09035f51822e4f45;09035f518222deda;09035f518222deaa;CURRENT|1.3;21/08/2015 11:25:30;1;acad;0;8032PZ-E-00059_REV_3.DWG;8032PZ-E-00059;CADASTRARFICHACHECKIN;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA DE CABOS SECADORES - PLANTA 3/3 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;E;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 11:25:26;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/42/f2.dwg
230;09035f518222deab;0000000000000000;09035f518222deab;1.0;24/07/2015 15:37:58;0;acad;0;8032PZ-E-00056_REV_0.DWG;8032PZ-E-00056;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - DIAGRAMA UNIFILAR - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;29/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 70;;1;GRDC-0068/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/05.dwg
231;09035f518222dedc;09035f518222deab;09035f518222deab;1.1;24/07/2015 15:37:59;0;acad;0;8032PZ-E-00056_REV_1.DWG;8032PZ-E-00056;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - DIAGRAMA UNIFILAR - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;06/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 70;;1;GRDC-0248/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/06.dwg
232;09035f518222dede;09035f518222dedc;09035f518222deab;1.2;24/07/2015 15:38:00;0;acad;0;8032PZ-E-00056_REV_2.DWG;8032PZ-E-00056;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - DIAGRAMA UNIFILAR - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 19/08/2015;nulldate;nulldate;10/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 70;;1;GRDC-0294/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2e/07.dwg
233;09035f51822fdfc6;09035f518222dede;09035f518222deab;1.3|CURRENT;26/08/2015 16:23:04;1;acad;0;8032PZ-E-00056_REV_3.DWG;8032PZ-E-00056;CADASTRARFICHAIMPORTAR;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - DIAGRAMA UNIFILAR - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;E;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;26/08/2015 16:22:39;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/9c/84.dwg
234;09035f518222ea39;0000000000000000;09035f518222ea39;1.0;24/07/2015 15:52:46;0;msw8;0;CP-8332PZ-E-00001_REV_0.DOC;CP-8332PZ-E-00001;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - CRITERIO DE PROJETO - PROJETO BASICO;engdo_cp;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;0;;7;A4;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;24/07/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.1;;1;GRDC-0943/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/33/2d.doc
235;09035f518222ea71;09035f518222ea39;09035f518222ea39;1.1;24/07/2015 15:52:47;0;msw8;0;CP-8332PZ-E-00001_REV_1.DOC;CP-8332PZ-E-00001;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICA E AUTOMACAO - CRITERIO DE PROJETO - PROJETO BASICO;engdo_cp;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;1;;11;A4;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;11/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.1;;1;GRDC-1210/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/33/2f.doc
236;09035f518222ea78;09035f518222ea71;09035f518222ea39;1.2;24/07/2015 15:52:49;0;msw8;0;CP-8332PZ-E-00001_REV_2.DOC;CP-8332PZ-E-00001;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICA E AUTOMACAO - CRITERIO DE PROJETO - PROJETO BASICO;engdo_cp;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;2;;11;A4;;0000000000000000;;LD-832C-98-31030;;C;0;;;nulldate;nulldate;03/10/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.1;;1;GRDC-1394/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/33/33.doc
237;09035f518222ea7c;09035f518222ea78;09035f518222ea39;CURRENT|1.3;24/07/2015 15:52:49;1;msw8;0;CP-8332PZ-E-00001_REV_3.DOC;CP-8332PZ-E-00001;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICA E AUTOMACAO - CRITERIO DE PROJETO - PROJETO BASICO;engdo_cp;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;3;;11;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;20/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.1;;1;GRDC-1633/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/33/35.doc
238;09035f51822318ea;0000000000000000;09035f51822318ea;1.0;24/07/2015 17:01:19;0;excel8book;0;FD-8332PZ-M-00005_REV_0.XLS;FD-8332PZ-M-00005;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - CONJUNTO DA CELULA DE CARGA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;25;A4;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;09/05/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.7;;1;GRDC-1024/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/4e.xls
239;09035f51822318f9;09035f51822318ea;09035f51822318ea;CURRENT|1.1;24/07/2015 17:01:20;1;excel8book;0;FD-8332PZ-M-00005_REV_1.XLS;FD-8332PZ-M-00005;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - CONJUNTO DA CELULA DE CARGA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;25;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.7;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/4f.xls
240;09035f51822318eb;0000000000000000;09035f51822318eb;CURRENT|1.0;24/07/2015 17:01:21;1;excel8book;0;FD-8332PZ-M-00006_REV_0.XLS;FD-8332PZ-M-00006;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - BALANCA DOSADORA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;0;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/11/2014 00:00:00;0;;;MEASURED_100;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/50.xls
241;09035f51822318ec;0000000000000000;09035f51822318ec;1.0;24/07/2015 17:01:22;0;excel8book;0;FD-8332PZ-E-00004_REV_0.XLS;FD-8332PZ-E-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - PAINEL DE COMANDO LOCAL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;0;;3;A4;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;15/08/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;0;GRDC-1090/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/51.xls
242;09035f51822318fb;09035f51822318ec;09035f51822318ec;CURRENT|1.1;24/07/2015 17:01:23;1;excel8book;0;FD-8332PZ-E-00004_REV_1.XLS;FD-8332PZ-E-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - PAINEL DE COMANDO LOCAL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;1;;3;A4;;0000000000000000;;LD-832C-98-31030;;H;0;;;nulldate;nulldate;09/09/2014 00:00:00;0;;;;;;1;GRDC-1161/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/52.xls
243;09035f51822318ed;0000000000000000;09035f51822318ed;1.0;24/07/2015 17:01:23;0;excel8book;0;FD-8332PZ-J-00008_REV_0.XLS;FD-8332PZ-J-00008;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - CHAVE DE NIVEL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;0;;2;A4;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;10/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.4;;0;CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/53.xls
244;09035f51822318fe;09035f51822318ed;09035f51822318ed;CURRENT|1.1;24/07/2015 17:01:25;1;excel8book;0;FD-8332PZ-J-00008_REV_1.XLS;FD-8332PZ-J-00008;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - CHAVE DE NIVEL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;1;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;24/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.4;;1;GRDC-1313/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/54.xls
245;09035f5182231907;0000000000000000;09035f5182231907;1.0;24/07/2015 17:01:34;0;excel8book;0;FD-8032PZ-M-00008_REV_0.XLS;FD-8032PZ-M-00008;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;2;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;20/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 21;;0;GRDC-1687/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/5f.xls
246;09035f5182231910;09035f5182231907;09035f5182231907;1.1;24/07/2015 17:01:35;0;excel8book;0;FD-8032PZ-M-00008_REV_1.XLS;FD-8032PZ-M-00008;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;2;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;17/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 21;;1;GRDC-0020/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/60.xls
247;09035f5182231912;09035f5182231910;09035f5182231907;CURRENT|1.2;24/07/2015 17:01:36;1;excel8book;0;FD-8032PZ-M-00008_REV_2.XLS;FD-8032PZ-M-00008;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;13/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 21;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/61.xls
248;09035f5182231908;0000000000000000;09035f5182231908;1.0;24/07/2015 17:01:37;0;excel8book;0;FD-8032PZ-M-00012_REV_0.XLS;FD-8032PZ-M-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;2;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;28/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 23;;1;GRDC-1733/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/63.xls
249;09035f5182231914;09035f5182231908;09035f5182231908;1.1;24/07/2015 17:01:38;0;excel8book;0;FD-8032PZ-M-00012_REV_1.XLS;FD-8032PZ-M-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;2;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;17/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 23;;1;GRDC-0020/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/64.xls
250;09035f5182231916;09035f5182231914;09035f5182231908;CURRENT|1.2;24/07/2015 17:01:39;1;excel8book;0;FD-8032PZ-M-00012_REV_2.XLS;FD-8032PZ-M-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - FILTRO DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;12/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 23;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/65.xls
251;09035f5182231909;0000000000000000;09035f5182231909;1.0;24/07/2015 17:01:40;0;excel8book;0;FD-8032PZ-M-00009_REV_0.XLS;FD-8032PZ-M-00009;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - RESERVATORIO DE AR COMPRIMIDO - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;7;A4;;0000000000000000;VA-832P-01;LD-832P-98-31060;;B;0;;;nulldate;nulldate;20/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 24;;0;GRDC-1687/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/66.xls
252;09035f5182231918;09035f5182231909;09035f5182231909;1.1;24/07/2015 17:01:41;0;excel8book;0;FD-8032PZ-M-00009_REV_1.XLS;FD-8032PZ-M-00009;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - RESERVATORIO DE AR COMPRIMIDO - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;7;A4;;0000000000000000;VA-832P-01;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 24;;1;GRDC-0145/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/67.xls
