Item;r_object_id;i_antecedent_id;i_chronicle_id;r_version_label;r_creation_date;i_has_folder;a_content_type;r_link_cnt;object_name;numero_vale;subject;title;r_object_type;codigo_site;fase;id_projeto;id_empresa_projeto;id_subarea;codigo_disciplina;r_is_virtual_doc;documento_fornecedor;numero_documento_base;area_funcional;revisao;sigla_idioma;numero_paginas;nome_formato;sigla_finalidade_devolucao;id_tag;tag_antigo;numero_ld;localizacao_acervo;sigla_tipo_emissao;confidencial;numero_vale_antigo;observacoes;data_emissao_prevista;data_emissao_reprog;data_emissao_realiz;avanco_fisico;codigo_atividade;item_contrato;medicao;coringa;substituto;padronizado;livre;data_reuniao;localidade;data_envio;nome_remetente;nome_destinatario;sigla_fluido;sigla_especificacao;sequencial_linha;equipamento;rc_referencia;rp_referencia;rt_referencia;numero_contrato;numero_contratada;id_empresa_contratada;server_path
37;09035f518222dcfd;0000000000000000;09035f518222dcfd;1.0;24/07/2015 15:34:38;0;acad;0;8332PZ-M-00057_REV_0.DWG;8332PZ-M-00057;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/05.dwg
38;09035f518222dd12;09035f518222dcfd;09035f518222dcfd;1.1;24/07/2015 15:34:41;0;acad;0;8332PZ-M-00057_REV_1.DWG;8332PZ-M-00057;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832C-98-31020;;C;0;;EM REV FERNANDA_FEIJO-CONCREMAT-THIAGO_MENDONCA-GALEC-PREV. RETORNO 06/02/2015;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/06.dwg
39;09035f518222dd14;09035f518222dd12;09035f518222dcfd;1.2;24/07/2015 15:34:42;0;acad;0;8332PZ-M-00057_REV_2.DWG;8332PZ-M-00057;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;0000000000000000;;LD-832C-98-31060;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/08.dwg
40;09035f51822d8a69;09035f518222dd14;09035f518222dcfd;CURRENT|1.3;18/08/2015 16:23:18;1;acad;0;8332PZ-M-00057_REV_3.DWG;8332PZ-M-00057;CADASTRARFICHAIMPORTAR;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/08/2015 16:22:53;0;;;;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8a/c3/46.dwg
41;09035f518222dcfe;0000000000000000;09035f518222dcfe;1.0;24/07/2015 15:34:43;0;acad;0;8332PZ-M-00058_REV_0.DWG;8332PZ-M-00058;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/09.dwg
42;09035f518222dd16;09035f518222dcfe;09035f518222dcfe;1.1;24/07/2015 15:34:44;0;acad;0;8332PZ-M-00058_REV_1.DWG;8332PZ-M-00058;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832C-98-31020;;C;0;;EM REV FERNANDA_FEIJO-CONCREMAT-THIAGO_MENDONCA-GALEC-PREV. RETORNO 06/02/2015;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/0a.dwg
43;09035f518222dd18;09035f518222dd16;09035f518222dcfe;1.2;24/07/2015 15:34:45;0;acad;0;8332PZ-M-00058_REV_2.DWG;8332PZ-M-00058;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;0000000000000000;;LD-832C-98-31060;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/0b.dwg
44;09035f51822d8ac6;09035f518222dd18;09035f518222dcfe;CURRENT|1.3;18/08/2015 16:26:19;1;acad;0;8332PZ-M-00058_REV_3.DWG;8332PZ-M-00058;CADASTRARFICHAIMPORTAR;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/08/2015 16:25:59;0;;;MEASURED_100;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8a/c3/64.dwg
45;09035f518222dcff;0000000000000000;09035f518222dcff;1.0;24/07/2015 15:34:46;0;acad;0;8332PZ-M-00059_REV_0.DWG;8332PZ-M-00059;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/0c.dwg
46;09035f518222dd1a;09035f518222dcff;09035f518222dcff;1.1|CURRENT;24/07/2015 15:34:47;1;acad;0;8332PZ-M-00059_REV_1.DWG;8332PZ-M-00059;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/0d.dwg
47;09035f518222dd00;0000000000000000;09035f518222dd00;1.0;24/07/2015 15:34:48;0;acad;0;8332PZ-M-00060_REV_0.DWG;8332PZ-M-00060;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/0f.dwg
48;09035f518222dd1c;09035f518222dd00;09035f518222dd00;1.1;24/07/2015 15:34:49;0;acad;0;8332PZ-M-00060_REV_1.DWG;8332PZ-M-00060;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832C-98-31020;;C;0;;EM REV FERNANDA_FEIJO-CONCREMAT-THIAGO_MENDONCA-GALEC-PREV. RETORNO 06/02/2015;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/10.dwg
49;09035f518222dd1f;09035f518222dd1c;09035f518222dd00;1.2;24/07/2015 15:34:50;0;acad;0;8332PZ-M-00060_REV_2.DWG;8332PZ-M-00060;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;0000000000000000;;LD-832C-98-31060;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/11.dwg
50;09035f51822d8b67;09035f518222dd1f;09035f518222dd00;1.3|CURRENT;18/08/2015 16:28:29;1;acad;0;8332PZ-M-00060_REV_3.DWG;8332PZ-M-00060;CADASTRARFICHAIMPORTAR;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ARRANJO GERAL - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/08/2015 16:27:57;0;;;MEASURED_100;EVENTO 1.2;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8a/c3/7b.dwg
51;09035f518222dd01;0000000000000000;09035f518222dd01;1.0;24/07/2015 15:34:51;0;acad;0;8332PZ-M-00061_REV_0.DWG;8332PZ-M-00061;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - REMOCAO DE INTERFERENCIAS - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.3;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/12.dwg
52;09035f518222dd23;09035f518222dd01;09035f518222dd01;CURRENT|1.1;24/07/2015 15:34:52;1;acad;0;8332PZ-M-00061_REV_1.DWG;8332PZ-M-00061;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - REMOCAO DE INTERFERENCIAS - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.3;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/13.dwg
53;09035f518222dd02;0000000000000000;09035f518222dd02;1.0;24/07/2015 15:34:53;0;acad;0;8332PZ-M-00062_REV_0.DWG;8332PZ-M-00062;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - REMOCAO DE INTERFERENCIAS - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.3;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/15.dwg
54;09035f518222dd25;09035f518222dd02;09035f518222dd02;CURRENT|1.1;24/07/2015 15:34:54;1;acad;0;8332PZ-M-00062_REV_1.DWG;8332PZ-M-00062;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - REMOCAO DE INTERFERENCIAS - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.3;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/16.dwg
55;09035f518222dd26;0000000000000000;09035f518222dd26;1.0;24/07/2015 15:34:54;0;acad;0;8332PZ-M-00063_REV_0.DWG;8332PZ-M-00063;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - ELEVACAO E VISTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;SI-832C-02|SI-832C-01;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.4;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/17.dwg
56;09035f518222dd31;09035f518222dd26;09035f518222dd26;1.1;24/07/2015 15:34:55;0;acad;0;8332PZ-M-00063_REV_1.DWG;8332PZ-M-00063;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - ELEVACAO E VISTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;SI-832C-02|SI-832C-01;LD-832C-98-31020;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.4;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/18.dwg
57;09035f51822d8bac;09035f518222dd31;09035f518222dd26;CURRENT|1.2;18/08/2015 16:33:23;1;acad;0;8332PZ-M-00063_REV_2.DWG;8332PZ-M-00063;CADASTRARFICHAIMPORTAR;SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - ELEVACAO E VISTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;;SI-832C-02|SI-832C-01;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/08/2015 16:33:02;0;;;MEASURED_100;EVENTO 1.4;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8a/c3/a6.dwg
58;09035f518222dd27;0000000000000000;09035f518222dd27;1.0;24/07/2015 15:34:56;0;acad;0;8332PZ-M-00064_REV_0.DWG;8332PZ-M-00064;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - CORTES E DETALHES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;SI-832C-01|SI-832C-02;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.4;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/19.dwg
59;09035f518222dd33;09035f518222dd27;09035f518222dd27;1.1;24/07/2015 15:34:57;0;acad;0;8332PZ-M-00064_REV_1.DWG;8332PZ-M-00064;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - CORTES E DETALHES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;;SI-832C-01|SI-832C-02;LD-832C-98-31020;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.4;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/1a.dwg
60;09035f51822e5869;09035f518222dd33;09035f518222dd27;1.2|CURRENT;21/08/2015 12:27:38;1;acad;0;8332PZ-M-00064_REV_2.DWG;8332PZ-M-00064;CADASTRARFICHACHECKIN;SISTEMA DE DOSAGEM DE PERIDUR - SILO DE PERIDUR SI-832C-01/SI-832C-02 - CORTES E DETALHES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;;SI-832C-01|SI-832C-02;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:27:35;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/46/49.dwg
61;09035f518222dd28;0000000000000000;09035f518222dd28;1.0;24/07/2015 15:34:58;0;acad;0;8332PZ-M-00065_REV_0.DWG;8332PZ-M-00065;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - BALANCA DOSADORA MODELO 240-DH-01/02 - BL-832C-01/BL-832C-02 - CORTES E DETALHES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;BL-832C-02|BL-832C-01;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/1c.dwg
62;09035f518222dd37;09035f518222dd28;09035f518222dd28;1.1;24/07/2015 15:34:59;0;acad;0;8332PZ-M-00065_REV_1.DWG;8332PZ-M-00065;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - BALANCA DOSADORA MODELO 240-DH-01/02 - BL-832C-01/BL-832C-02 - CORTES E DETALHES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;BL-832C-02|BL-832C-01;LD-832C-98-31020;;C;0;;EM REV FERNANDA_FEIJO-CONCREMAT-THIAGO_MENDONCA-GALEC-PREV. RETORNO 06/02/2015;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/1e.dwg
63;09035f518222dd39;09035f518222dd37;09035f518222dd28;CURRENT|1.2;24/07/2015 15:35:00;1;acad;0;8332PZ-M-00065_REV_2.DWG;8332PZ-M-00065;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - BALANCA DOSADORA MODELO 240-DH-01 & 240-DH-02 - SCHENCK BL-832C-01 & BL-832C-02 - ELEVACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;;BL-832C-02|BL-832C-01|240-DH-02|240-DH-01;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/1f.dwg
64;09035f518222dd29;0000000000000000;09035f518222dd29;1.0;24/07/2015 15:35:01;0;acad;0;8332PZ-M-00066_REV_0.DWG;8332PZ-M-00066;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - PLANO DE CARGAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31020;;B;0;;;nulldate;nulldate;19/04/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.6;;1;GRDC-0958/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/20.dwg
65;09035f518222dd3b;09035f518222dd29;09035f518222dd29;1.1;24/07/2015 15:35:02;0;acad;0;8332PZ-M-00066_REV_1.DWG;8332PZ-M-00066;LEGADO - V1.0.20150324;SISTEMA DE DOSAGEM DE PERIDUR - PLANO DE CARGAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832C-98-31020;;C;0;;;nulldate;nulldate;17/06/2013 00:00:00;0;;;MEASURED_100;EVENTO 1.6;;1;GRDC-1244/13, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/21.dwg
66;09035f51822d8c32;09035f518222dd3b;09035f518222dd29;CURRENT|1.2;18/08/2015 16:38:33;1;acad;0;8332PZ-M-00066_REV_2.DWG;8332PZ-M-00066;CADASTRARFICHAIMPORTAR;SISTEMA DE DOSAGEM DE PERIDUR - PLANO DE CARGAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;M;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;18/08/2015 16:38:13;0;;;MEASURED_100;EVENTO 1.6;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8a/c3/d2.dwg
67;09035f518222dd2a;0000000000000000;09035f518222dd2a;1.0;24/07/2015 15:35:03;0;acad;0;8332PZ-T-00020_REV_0.DWG;8332PZ-T-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO - ISOMETRICO 2 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;T;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;03/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 56;;1;GRDC-0055/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/22.dwg
68;09035f518222dd3e;09035f518222dd2a;09035f518222dd2a;1.1;24/07/2015 15:35:04;0;acad;0;8332PZ-T-00020_REV_1.DWG;8332PZ-T-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO - ISOMETRICO 2 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;T;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;19/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 56;;1;GRDC-0178/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/25.dwg
69;09035f518222dd40;09035f518222dd3e;09035f518222dd2a;1.2;24/07/2015 15:35:05;0;acad;0;8332PZ-T-00020_REV_2.DWG;8332PZ-T-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO - ISOMETRICO 2 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;T;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;11/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 56;;0;GRDC-0398/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/26.dwg
70;09035f518222dd42;09035f518222dd40;09035f518222dd2a;CURRENT|1.3;24/07/2015 15:35:06;1;acad;0;8332PZ-T-00020_REV_3.DWG;8332PZ-T-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO - ISOMETRICO 2 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;T;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;04/05/2015 00:00:00;0;;;MEASURED_100;EVENTO 56;;1;GRDC-0497/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/27.dwg
71;09035f518222dd2b;0000000000000000;09035f518222dd2b;1.0;24/07/2015 15:35:06;0;acad;0;8332PZ-T-00021_REV_0.DWG;8332PZ-T-00021;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO - ISOMETRICO 3 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;T;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;03/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 57;;1;GRDC-0055/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/28.dwg
